,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,1.2465111208672093,0.0,1.548762187128579,1.978408749378274,0.0,0.0
1,0.0,0.0,0.0,0.0,1.1445999526985395,0.0,1.4638827342526708,1.8462523422704684,0.0,0.0
2,0.0,0.0,0.0,0.0,1.047947168798604,0.0,1.383457392600358,1.723961796181726,0.0,0.0
3,0.0,0.0,0.0,0.0,0.9565566220672319,0.0,1.3074216316796088,1.6109152460641725,0.0,0.0
4,0.0,0.0,0.0,0.0,0.87058902131663,0.0,1.235640123259371,1.5065428865471904,0.0,0.0
5,0.0,0.0,0.0,0.0,0.7898833030925048,0.0,1.167738967425684,1.4102601323690829,0.0,0.0
6,0.0,0.0,0.0,0.0,0.7141376860033019,0.0,1.1035448037702609,1.32140786792374,0.0,0.0
7,0.0,0.0,0.0,0.0,0.6433132921544384,0.0,1.0428776571401168,1.2394822955717892,0.0,0.0
8,0.0,0.0,0.0,0.0,0.5771600890440384,0.0,0.9855549953265778,1.1639405879992497,0.0,0.0
9,0.0,0.0,0.0,0.0,0.5154482147196302,0.0,0.9313861597531576,1.0942822126032647,0.0,0.0249227484318524
10,0.0,0.0,0.0,0.0,0.45808419590059996,0.0,0.8801020840981192,1.0300794097772716,0.0,0.07370143360342786
11,0.0,0.0,0.0,0.0,0.4048645687606895,0.0,0.8315701505695386,0.9708854894506956,0.0,0.11766966961565097
12,0.0,0.0,0.0,0.0,0.3557693184832493,0.0,0.7857615995438735,0.9163051188590104,0.0,0.1574436580757008
13,0.0,0.0,0.0,0.0,0.31065416189136225,0.0,0.7425964003987496,0.8659908182519,0.0,0.1934767100362944
14,0.0,0.0,0.0,0.0,0.2692285160371665,0.0,0.7019386539038517,0.8196068725632322,0.0,0.22601246402706476
15,0.0,0.0,0.0,0.0,0.23123308994641953,0.0,0.663701306332321,0.7767959352439298,0.0,0.2553236509507955
16,0.0,0.0,0.0,0.0,0.1963981667072824,0.0,0.6277674418799027,0.7372604410053274,0.0,0.2816149320212258
17,0.0,0.0,0.0,0.0,0.16444257707732354,0.0,0.593979540536993,0.7007473433508571,0.0,0.3050267927438605
18,0.0,0.0,0.0,0.0,0.13515206730660836,0.0,0.5621847948047629,0.66697081850263,0.0,0.32576096073853333
19,0.0,0.0,0.0,0.0,0.10837700121906252,0.0,0.5322126850992879,0.6355900613203992,0.0,0.34399058912601316
20,0.0,0.0,0.0,0.0,0.0839339782625949,0.0,0.5039674680655093,0.6064106730209794,0.0,0.3599000297313891
21,0.0,0.0,0.0,0.0,0.06166906892375965,0.0,0.4773646663953718,0.579302991566591,0.0,0.3736840333469263
22,0.0,0.0,0.0,0.0,0.04145071494762169,0.0,0.4522661513245398,0.5540674771009757,0.0,0.38546055025957254
23,0.0,0.0,0.0,0.0,0.023120779048884633,0.0,0.42854389823303746,0.5304520606676453,0.0,0.3953104395691075
24,0.0,0.0,0.0,0.0,0.006500522318378307,0.0,0.4061691014683387,0.5083732912548996,0.0,0.403387762968457
25,0.0,0.0,0.0,0.0,0.0,0.0,0.38510927003078976,0.4876452642117325,0.0,0.40981657354393
26,0.0,0.0,0.0,0.0,0.0,0.0,0.36530634366422143,0.4681196143153844,0.0,0.41471063915926887
27,0.0,0.0,0.0,0.0,0.0,0.0,0.346688253942947,0.44972477200178734,0.0,0.4182002948170031
28,0.0,0.0,0.0,0.0,0.0,0.0,0.3291930689411956,0.4323948830299808,0.0,0.42038378788678676
29,0.0,0.0,0.0,0.0,0.0,0.0,0.3127797947738506,0.41607896742349154,0.0,0.4212876524014271
30,0.0016390326532294713,0.0,0.0,0.0,0.0,0.0,0.2973927942310323,0.40068272195264354,0.0,0.4210260090292839
31,0.009333020975859188,0.0,0.0,0.0,0.0,0.0,0.2830020551181366,0.3861922917640125,0.0,0.4196256208029438
32,0.016806090215970838,0.0,0.0,0.0,0.0,0.0,0.2695706598847355,0.3725650291495724,0.0,0.4171706366038189
